"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Parent Molecule Type";"Max Phase";"First Approval";"USAN Stem";"Smiles";"Mechanism of Action";"Mechanism Comment";"Selectivity Comment";"Target ChEMBL ID";"Target Name";"Action Type";"Target Type";"Target Organism";"Binding Site Name";"Binding Site Comment";"References";"Synonyms";"Parent Molecule ChEMBL ID"
"CHEMBL808";"ECONAZOLE";"Small molecule";"4";"1982";"'-conazole'";"Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1";"Cytochrome P450 51 inhibitor";"";"";"CHEMBL1780";"Lanosterol 14-alpha demethylase";"INHIBITOR";"SINGLE PROTEIN";"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)";"";"";"{'CHEMBL1201049': [{'ref_id': '11064188', 'ref_url': 'http://europepmc.org/abstract/MED/11064188', 'ref_type': 'PubMed'}, {'ref_id': '20149798', 'ref_url': 'http://europepmc.org/abstract/MED/20149798', 'ref_type': 'PubMed'}]}";"Econazole (BAN, INN, MI, USAN)|Econazole nitrate (BAN, JAN, MI, USAN, USP)|";"CHEMBL808"
"CHEMBL2109534";"PF-03732010";"Unknown";"1";"None";"";"None";"Cadherin-3 inhibitor";"";"";"CHEMBL3989384";"Cadherin-3";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2109534': [{'ref_id': '20829331', 'ref_url': 'http://europepmc.org/abstract/MED/20829331', 'ref_type': 'PubMed'}]}";"P-cadherin antagonist pf-03732010|Pf-03732010";"CHEMBL2109534"
"CHEMBL5095036";"AZENOSERTIB";"Small molecule";"2";"None";"'-sertib'";"C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@@](O)(CC)CC2";"Serine/threonine-protein kinase WEE1 inhibitor";"";"";"CHEMBL5491";"Wee1-like protein kinase";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL5095036': [{'ref_id': '34423975', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/34423975/', 'ref_type': 'PubMed'}]}";"Azenosertib (INN)|";"CHEMBL5095036"
"CHEMBL1614725";"TAK-285";"Small molecule";"1";"None";"";"CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21";"Epidermal growth factor receptor erbB1 inhibitor";"";"";"CHEMBL203";"Epidermal growth factor receptor";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1614725': [{'ref_id': '10.1016/S1359-6349(08)72245-6', 'ref_url': 'http://www.sciencedirect.com/science/article/pii/S1359634908722456', 'ref_type': 'DOI'}, {'ref_id': '22003817', 'ref_url': 'http://europepmc.org/abstract/MED/22003817', 'ref_type': 'PubMed'}]}";"Tak-285|Tak285";"CHEMBL1614725"
"CHEMBL2109636";"VILOBELIMAB";"Antibody";"3";"None";"'-mab'";"None";"Complement C5 inhibitor";"";"";"CHEMBL2364163";"Complement C5";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2109636': [{'ref_id': 'PMC4658209', 'ref_url': 'http://europepmc.org/articles/PMC4658209', 'ref_type': 'PMC'}]}";"Vilobelimab (INN, USAN)|";"CHEMBL2109636"
"CHEMBL5095485";"RETATRUTIDE";"Protein";"3";"None";"'-tide'";"None";"Gastric inhibitory polypeptide receptor agonist";"";"";"CHEMBL4383";"Gastric inhibitory polypeptide receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL5095485': [{'ref_id': '38367045', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/38367045/', 'ref_type': 'PubMed'}]}";"Retatrutide (INN, USAN)|";"CHEMBL5095485"
"CHEMBL2375161";"SUROTOMYCIN";"Protein";"3";"None";"'-mycin'";"CCCCCc1ccc(/C(C)=C/C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]2C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c3ccccc3N)C(=O)O[C@@H]2C)cc1";"Cell membrane disrupting agent";"";"";"CHEMBL2364031";"Cell membrane";"DISRUPTING AGENT";"SUBCELLULAR";"Bacteria";"";"";"{'CHEMBL2375161': [{'ref_id': '26055381', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/26055381/', 'ref_type': 'PubMed'}]}";"Surotomycin (INN, USAN)|";"CHEMBL2375161"
"CHEMBL2109567";"MEDI-564";"Unknown";"1";"None";"";"None";"Fusion glycoprotein F0 inhibitor";"";"";"CHEMBL2364165";"Fusion glycoprotein F0";"INHIBITOR";"SINGLE PROTEIN";"human respiratory syncytial virus";"";"";"{'CHEMBL2109567': [{'ref_id': 'http://www.medkoo.com/products/12375', 'ref_url': 'http://www.medkoo.com/products/12375', 'ref_type': 'Other'}]}";"Medi-564";"CHEMBL2109567"
"CHEMBL3623290";"AZD-3759";"Small molecule";"2";"None";"";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C";"Epidermal growth factor receptor erbB1 inhibitor";"";"Some selectivity for EGFR mutants over wild-type.";"CHEMBL203";"Epidermal growth factor receptor";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3623290': [{'ref_id': '26313252', 'ref_url': 'http://europepmc.org/abstract/MED/26313252', 'ref_type': 'PubMed'}, {'ref_id': '27928026', 'ref_url': 'http://europepmc.org/abstract/MED/27928026', 'ref_type': 'PubMed'}]}";"Zorifertinib (INN)|";"CHEMBL3623290"
"CHEMBL4650342";"ONZIGOLIDE";"Unknown";"2";"None";"";"CCCN1C[C@H](CSCC(=O)NCCCC[C@@H](NC(=O)CSC[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(CCC)C2)C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC(=O)[C@H](CC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc3ccc(O)cc3)NC2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21";"Somatostatin receptor 5 agonist";"";"";"CHEMBL1792";"Somatostatin receptor type 5";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4650342': [{'ref_id': '28181484', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/28181484/', 'ref_type': 'PubMed'}]}";"Onzigolide (INN)|";"CHEMBL4650342"
"CHEMBL2108413";"BIVATUZUMAB";"Antibody";"2";"None";"'-mab; -mab'";"None";"CD44 antigen binding agent";"";"Specific to variant exon 6-containing CD44";"CHEMBL3232692";"CD44 antigen";"BINDING AGENT";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2108413': [{'ref_id': 'PMC4966843', 'ref_url': 'http://europepmc.org/articles/PMC4966843', 'ref_type': 'PMC'}]}";"Bivatuzumab (INN)|";"CHEMBL2108413"
"CHEMBL3264610";"SEVITERONEL";"Small molecule";"2";"None";"";"CC(C)[C@](O)(c1ccc2cc(OC(F)F)c(OC(F)F)cc2c1)c1c[nH]nn1";"Androgen Receptor antagonist";"";"";"CHEMBL1871";"Androgen receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3264610': [{'ref_id': '30012563', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/30012563/', 'ref_type': 'PubMed'}]}";"Seviteronel (INN)|";"CHEMBL3264610"
"CHEMBL2397751";"SAD448";"Small molecule";"1";"None";"";"CCOC(=O)c1c(C)cc2nc(COC(=O)NCCO)n(-c3ccccc3S(=O)(=O)NC)c(=O)c2c1C";"Cannabinoid CB1 receptor agonist";"";"";"CHEMBL218";"Cannabinoid receptor 1";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2397751': [{'ref_id': '17630726', 'ref_url': 'http://europepmc.org/abstract/MED/17630726', 'ref_type': 'PubMed'}, {'ref_id': '24121462', 'ref_url': 'http://europepmc.org/abstract/MED/24121462', 'ref_type': 'PubMed'}]}";"Sad448";"CHEMBL2397751"
"CHEMBL2109486";"CDP-850";"Unknown";"1";"None";"";"None";"Selectin E inhibitor";"";"";"CHEMBL3890";"E-selectin";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2109486': [{'ref_id': '12000379', 'ref_url': 'http://europepmc.org/abstract/MED/12000379', 'ref_type': 'PubMed'}]}";"Cdp-850";"CHEMBL2109486"
"CHEMBL3039538";"TRENONACOG ALFA";"Unknown";"3";"None";"";"None";"Coagulation factor IX exogenous protein";"";"";"CHEMBL2016";"Coagulation factor IX";"EXOGENOUS PROTEIN";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3039538': [{'ref_id': 'https://www.ema.europa.eu/en/documents/withdrawal-report/withdrawal-assessment-report-ixinity_en.pdf', 'ref_url': 'https://www.ema.europa.eu/en/documents/withdrawal-report/withdrawal-assessment-report-ixinity_en.pdf', 'ref_type': 'EMA'}]}";"Trenonacog alfa (INN, USAN)|";"CHEMBL3039538"
"CHEMBL4594605";"OMFILOCTOCOG ALFA";"Unknown";"3";"None";"";"None";"Coagulation factor VIII exogenous protein";"";"";"CHEMBL3143";"Coagulation factor VIII";"EXOGENOUS PROTEIN";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4594605': [{'ref_id': '26806305', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/26806305/', 'ref_type': 'PubMed'}]}";"Omfiloctocog alfa (INN)|";"CHEMBL4594605"
"CHEMBL2109470";"PERAKIZUMAB";"Antibody";"2";"None";"'-mab; -mab'";"None";"Interleukin 17A inhibitor";"";"";"CHEMBL3390822";"Interleukin-17A";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2109470': [{'ref_id': '26270565', 'ref_url': 'http://europepmc.org/abstract/MED/26270565', 'ref_type': 'PubMed'}]}";"Perakizumab (INN, USAN)|";"CHEMBL2109470"
"CHEMBL3545111";"HEMAY-022";"Unknown";"3";"None";"";"None";"Receptor protein-tyrosine kinase erbB-2 inhibitor";"";"";"CHEMBL1824";"Receptor tyrosine-protein kinase erbB-2";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3545111': [{'ref_id': 'NCT02476539', 'ref_url': 'https://www.clinicaltrials.gov/ct2/show/NCT02476539', 'ref_type': 'ClinicalTrials'}]}";"Hemay-022|Hemay-022";"CHEMBL3545111"
"CHEMBL3915620";"LY2881835";"Small molecule";"1";"None";"";"CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(CN3CCC4(C=Cc5ccccc54)CC3)cc2)cc1";"Free fatty acid receptor 1 agonist";"Discontinueddue to toxicity";"";"CHEMBL4422";"Free fatty acid receptor 1";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3915620': [{'ref_id': '25221541', 'ref_url': 'http://europepmc.org/abstract/MED/25221541', 'ref_type': 'PubMed'}]}";"Ly2881835";"CHEMBL3915620"
"CHEMBL2109264";"SOLITOMAB";"Antibody";"2";"None";"'-mab'";"None";"T cell surface glycoprotein CD3 cross-linking agent";"";"";"CHEMBL2364168";"T cell surface glycoprotein CD3";"CROSS-LINKING AGENT";"PROTEIN COMPLEX";"Homo sapiens";"";"";"{'CHEMBL2109264': [{'ref_id': '26272866', 'ref_url': 'http://europepmc.org/abstract/MED/26272866', 'ref_type': 'PubMed'}]}";"Solitomab (INN)|";"CHEMBL2109264"
"CHEMBL3112866";"SAR-260301";"Small molecule";"1";"None";"";"C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1";"PI3-kinase p110-beta subunit inhibitor";"";"";"CHEMBL3145";"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3112866': [{'ref_id': '24387221', 'ref_url': 'http://europepmc.org/abstract/MED/24387221', 'ref_type': 'PubMed'}]}";"Sar-260301";"CHEMBL3112866"
"CHEMBL440498";"CTS-1027";"Small molecule";"2";"None";"";"O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1";"Matrix metalloproteinase 13 inhibitor";"";"";"CHEMBL280";"Collagenase 3";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL440498': [{'ref_id': '19624765', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/19624765/', 'ref_type': 'PubMed'}]}";"Cts-1027";"CHEMBL440498"
"CHEMBL3833343";"VOBARILIZUMAB";"Antibody";"2";"None";"'-aril-; -mab; -mab'";"None";"Interleukin-6 receptor alpha subunit inhibitor";"";"";"CHEMBL2364155";"Interleukin-6 receptor subunit alpha";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3833343': [{'ref_id': '25994180', 'ref_url': 'http://europepmc.org/abstract/MED/25994180', 'ref_type': 'PubMed'}]}";"Vobarilizumab (INN, USAN)|";"CHEMBL3833343"
"CHEMBL3989980";"LARCAVIXIMAB";"Antibody";"2";"None";"'-mab'";"None";"Envelope glycoprotein inhibitor";"";"";"CHEMBL4105829";"Envelope glycoprotein";"INHIBITOR";"SINGLE PROTEIN";"Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus)";"";"";"{'CHEMBL3989980': [{'ref_id': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7153350/', 'ref_url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7153350/', 'ref_type': 'Other'}]}";"Larcaviximab (INN, USAN)|";"CHEMBL3989980"
"CHEMBL4303379";"LY2979165";"Small molecule";"1";"None";"";"C[C@H](N)C(=O)N[C@@]1(C(=O)O)C[C@@H](Sc2nnc[nH]2)[C@H]2[C@H](C(=O)O)[C@H]21";"Metabotropic glutamate receptor 2 agonist";"";"";"CHEMBL5137";"Metabotropic glutamate receptor 2";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4303379': [{'ref_id': 'http://www.medchemexpress.com/DataSheet/LY2979165.html', 'ref_url': 'http://www.medchemexpress.com/DataSheet/LY2979165.html', 'ref_type': 'Other'}]}";"Ly2979165";"CHEMBL4303379"
"CHEMBL3545316";"RINUCUMAB";"Antibody";"2";"None";"'-mab'";"None";"Platelet-derived growth factor receptor beta inhibitor";"";"";"CHEMBL1913";"Platelet-derived growth factor receptor beta";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3545316': [{'ref_id': 'http://investor.regeneron.com/releasedetail.cfm?releaseid=991601', 'ref_url': 'http://investor.regeneron.com/releasedetail.cfm?releaseid=991601', 'ref_type': 'Other'}]}";"Rinucumab (INN, USAN)|";"CHEMBL3545316"
"CHEMBL2111099";"MAROPITANT";"Small molecule";"2.0";"None";"'-tant'";"COc1ccc(C(C)(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1";"Substance-P receptor antagonist";"Approved veterinary|Approved veterinary. Inhibits substance P mediated activation of NK1 receptors, activation is linked to delayed emesis.";"";"CHEMBL5303555";"Substance-P receptor";"ANTAGONIST";"SINGLE PROTEIN";"Felis catus";"";"";"{'CHEMBL2111099': [{'ref_id': 'https://www.ema.europa.eu/en/documents/product-information/prevomax-epar-product-information_en.pdf', 'ref_url': 'https://www.ema.europa.eu/en/documents/product-information/prevomax-epar-product-information_en.pdf', 'ref_type': 'EMA'}], 'CHEMBL2107353': [{'ref_id': 'https://www.ema.europa.eu/en/medicines/veterinary/EPAR/cerenia', 'ref_url': 'https://www.ema.europa.eu/en/medicines/veterinary/EPAR/cerenia', 'ref_type': 'EMA'}]}";"Maropitant (INN)|Maropitant citrate (USAN)|Maropitant citrate monohydrate (MI)|";"CHEMBL2111099"
"CHEMBL1944698";"ZOTIRACICLIB";"Small molecule";"2";"None";"'-ciclib'";"CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1";"Cyclin-dependent kinase 7 inhibitor";"";"";"CHEMBL3055";"Cyclin-dependent kinase 7";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1944698': [{'ref_id': '21860433', 'ref_url': 'http://europepmc.org/abstract/MED/21860433', 'ref_type': 'PubMed'}]}";"Zotiraciclib citrate (USAN)|Zotiraciclib (INN, USAN)|";"CHEMBL1944698"
"CHEMBL4594462";"BATIRAXCEPT";"Protein";"3";"None";"'-cept'";"None";"Growth arrest-specific protein 6 inhibitor";"";"";"CHEMBL4804247";"Growth arrest-specific protein 6";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4594462': [{'ref_id': 'https://ascopubs.org/doi/abs/10.1200/JCO.2021.39.15_suppl.TPS5605', 'ref_url': 'https://ascopubs.org/doi/abs/10.1200/JCO.2021.39.15_suppl.TPS5605', 'ref_type': 'Other'}]}";"Batiraxcept (USAN)|";"CHEMBL4594462"
"CHEMBL4594259";"TIOMOLIBDATE CHOLINE";"Small molecule";"3";"None";"";"None";"Copper chelating agent";"";"";"CHEMBL2363057";"Copper";"CHELATING AGENT";"METAL";"None";"";"";"{'CHEMBL4594259': [{'ref_id': '34944677', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/34944677/', 'ref_type': 'PubMed'}]}";"Tiomolibdate choline (USAN)|";"CHEMBL4594259"
"CHEMBL278462";"CIPRALISANT";"Small molecule";"1";"None";"'-isant'";"CC(C)(C)CCC#C[C@@H]1C[C@H]1c1c[nH]cn1";"Histamine H3 receptor agonist";"GT-2331 exhibits differential pharmacology at the H3 receptor depending on which receptor mediated G-protein signalling pathway is examined (functional selectivity). May indicate presence of alternative ligand bound active state receptor conformations.";"";"CHEMBL264";"Histamine H3 receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2106003': [{'ref_id': '15821027', 'ref_url': 'http://europepmc.org/abstract/MED/15821027', 'ref_type': 'PubMed'}, {'ref_id': '16316645', 'ref_url': 'http://europepmc.org/abstract/MED/16316645', 'ref_type': 'PubMed'}, {'ref_id': '9721022', 'ref_url': 'http://europepmc.org/abstract/MED/9721022', 'ref_type': 'PubMed'}]}";"Cipralisant maleate (USAN, USAN)|Cipralisant (INN)|";"CHEMBL278462"
"CHEMBL3894860";"TRILACICLIB";"Small molecule";"4.0";"2021";"'-ciclib'";"CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1";"Cyclin-dependent kinase 4 inhibitor";"Myeloprotection therapy";"";"CHEMBL331";"Cyclin-dependent kinase 4";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3894860': [{'ref_id': 'label/2021/214200s000lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214200s000lbl.pdf', 'ref_type': 'FDA'}, {'ref_id': '26826116', 'ref_url': 'http://europepmc.org/abstract/MED/26826116', 'ref_type': 'PubMed'}, {'ref_id': '33004541', 'ref_url': 'http://europepmc.org/abstract/MED/33004541', 'ref_type': 'PubMed'}], 'CHEMBL4650272': [{'ref_id': 'label/2021/214200s000lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214200s000lbl.pdf', 'ref_type': 'FDA'}, {'ref_id': '26826116', 'ref_url': 'http://europepmc.org/abstract/MED/26826116', 'ref_type': 'PubMed'}, {'ref_id': '33004541', 'ref_url': 'http://europepmc.org/abstract/MED/33004541', 'ref_type': 'PubMed'}]}";"Trilaciclib (INN, USAN)|";"CHEMBL3894860"
"CHEMBL2108674";"RAMATERCEPT";"Protein";"2";"None";"'-cept'";"None";"Growth/differentiation factor 8 inhibitor";"";"";"CHEMBL3407325";"Growth/differentiation factor 8";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2108674': [{'ref_id': 'http://adisinsight.springer.com/drugs/800026145', 'ref_url': 'http://adisinsight.springer.com/drugs/800026145', 'ref_type': 'Other'}, {'ref_id': 'http://www.ama-assn.org/resources/doc/usan/ramatercept.pdf', 'ref_url': 'http://www.ama-assn.org/resources/doc/usan/ramatercept.pdf', 'ref_type': 'Other'}, {'ref_id': '20466801', 'ref_url': 'http://europepmc.org/abstract/MED/20466801', 'ref_type': 'PubMed'}, {'ref_id': '27462804', 'ref_url': 'http://europepmc.org/abstract/MED/27462804', 'ref_type': 'PubMed'}]}";"Ramatercept (INN, USAN)|";"CHEMBL2108674"
"CHEMBL4594602";"LOMVASTOMIG";"Antibody";"2";"None";"'-mig'";"None";"Hepatitis A virus cellular receptor 2 inhibitor";"";"";"CHEMBL4630879";"Hepatitis A virus cellular receptor 2";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4594602': [{'ref_id': '34025438', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/34025438/', 'ref_type': 'PubMed'}]}";"Lomvastomig (INN)|";"CHEMBL4594602"
"CHEMBL3639788";"TELAGLENASTAT";"Small molecule";"2";"None";"'-stat'";"O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1";"Glutaminase kidney isoform, mitochondrial inhibitor";"";"";"CHEMBL2146302";"Glutaminase kidney isoform, mitochondrial";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3639788': [{'ref_id': '34731180', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/34731180/', 'ref_type': 'PubMed'}]}";"Telaglenastat (INN, USAN)|Telaglenastat hydrochloride (USAN)|";"CHEMBL3639788"
"CHEMBL2109522";"PF-03446879";"Unknown";"-1";"None";"";"None";"Growth/differentiation factor 8 inhibitor";"";"";"CHEMBL3407325";"Growth/differentiation factor 8";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2109522': [{'ref_id': 'https://www.pfizer.com/files/investors/presentations/LaMattina_Intro_112906_part1.pdf', 'ref_url': 'https://www.pfizer.com/files/investors/presentations/LaMattina_Intro_112906_part1.pdf', 'ref_type': 'Other'}]}";"Pf-03446879";"CHEMBL2109522"
"CHEMBL3133037";"LEQ506";"Small molecule";"1";"None";"";"Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C";"Smoothened homolog antagonist";"";"";"CHEMBL5971";"Protein smoothened";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3133037': [{'ref_id': '23821351', 'ref_url': 'http://europepmc.org/abstract/MED/23821351', 'ref_type': 'PubMed'}]}";"Leq506|Nvp-leq-506";"CHEMBL3133037"
"CHEMBL229430";"AMG-517";"Small molecule";"1";"None";"";"CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1";"Vanilloid receptor antagonist";"Discontinued, causes increased core body temperature.";"";"CHEMBL4794";"Transient receptor potential cation channel subfamily V member 1";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL229430': [{'ref_id': '18337008', 'ref_url': 'http://europepmc.org/abstract/MED/18337008', 'ref_type': 'PubMed'}]}";"Amg-517";"CHEMBL229430"
"CHEMBL2108784";"ZIRALIMUMAB";"Antibody";"2";"None";"'-mab'";"None";"Basigin inhibitor";"";"";"CHEMBL3580492";"Basigin";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2108784': [{'ref_id': 'http://www.creativebiolabs.net/Anti-Human-CD147-BSG-Therapeutic-Antibody-ziralimumab-13512.htm', 'ref_url': 'http://www.creativebiolabs.net/Anti-Human-CD147-BSG-Therapeutic-Antibody-ziralimumab-13512.htm', 'ref_type': 'Other'}]}";"Ziralimumab (INN)|";"CHEMBL2108784"
"CHEMBL1449676";"ORNIDAZOLE";"Small molecule";"4";"None";"'-nidazole'";"Cc1ncc([N+](=O)[O-])n1CC(O)CCl";"Produces reactive intermediates";"Mechanism not fully elucidated.";"";"";"";"None";"";"";"";"";"{'CHEMBL1449676': [{'ref_id': '27647935', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/27647935/', 'ref_type': 'PubMed'}]}";"Ornidazole (INN, MI, USAN)|";"CHEMBL1449676"
"CHEMBL2108151";"NACOLOMAB TAFENATOX";"Antibody drug conjugate";"2";"None";"'-mab'";"None";"Immunostimulant";"Antibody fused to tumor-targeted superantigen.";"";"";"";"None";"";"";"";"";"{'CHEMBL2108151': [{'ref_id': '24445502', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/24445502/', 'ref_type': 'PubMed'}]}";"Nacolomab tafenatox (INN)|";"CHEMBL2108151"
"CHEMBL2108592";"EPITUMOMAB CITUXETAN";"Antibody";"2";"None";"'-mab; -xetan'";"None";"Mucin-1 binding agent";"";"";"CHEMBL3580494";"Mucin-1";"BINDING AGENT";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2108592': [{'ref_id': '16265351', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/16265351/', 'ref_type': 'PubMed'}]}";"Epitumomab cituxetan (INN)|";"CHEMBL2108592"
"CHEMBL6068349";"BORDETELLA PERTUSSIS TOXIN";"Vaccine component";"4";"1999";"";"None";"Pertussis toxin vaccine antigen";"";"";"CHEMBL5500292";"Pertussis toxin";"VACCINE ANTIGEN";"PROTEIN COMPLEX";"Bordetella pertussis";"";"";"{'CHEMBL6068349': [{'ref_id': 'https://www.ema.europa.eu/en/medicines/human/EPAR/triacelluvax', 'ref_url': 'https://www.ema.europa.eu/en/medicines/human/EPAR/triacelluvax', 'ref_type': 'EMA'}]}";"Bordetella pertussis toxin";"CHEMBL6068349"
"CHEMBL1222883";"GSK1482160";"Small molecule";"1";"None";"";"CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl";"P2X purinoceptor 7 negative allosteric modulator";"";"";"CHEMBL4805";"P2X purinoceptor 7";"NEGATIVE ALLOSTERIC MODULATOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1222883': [{'ref_id': '22568863', 'ref_url': 'http://europepmc.org/abstract/MED/22568863', 'ref_type': 'PubMed'}]}";"Gsk-1482160|Gsk1482160";"CHEMBL1222883"
"CHEMBL2109360";"AS-1403";"Unknown";"1";"None";"";"None";"Mucin-1 binding agent";"";"";"CHEMBL3580494";"Mucin-1";"BINDING AGENT";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2109360': [{'ref_id': 'http://www.evaluategroup.com/Universal/View.aspx?type=Story&id=30643', 'ref_url': 'http://www.evaluategroup.com/Universal/View.aspx?type=Story&id=30643', 'ref_type': 'Other'}]}";"As-1403";"CHEMBL2109360"
