"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Parent Molecule Type";"Max Phase";"First Approval";"USAN Stem";"Smiles";"Mechanism of Action";"Mechanism Comment";"Selectivity Comment";"Target ChEMBL ID";"Target Name";"Action Type";"Target Type";"Target Organism";"Binding Site Name";"Binding Site Comment";"References";"Synonyms";"Parent Molecule ChEMBL ID"
"CHEMBL2108573";"ANTHRAX VACCINE ABSORBED";"Vaccine component";"2";"None";"";"None";"Biological vaccine - induces immune response";"";"";"";"";"None";"";"";"";"";"{'CHEMBL2108573': [{'ref_id': 'https://www.fda.gov/media/71954/download', 'ref_url': 'https://www.fda.gov/media/71954/download', 'ref_type': 'FDA'}]}";"Anthrax vaccine absorbed (USP)|";"CHEMBL2108573"
"CHEMBL169896";"OSI-7904";"Small molecule";"2";"None";"";"Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1";"Thymidylate synthase inhibitor";"";"";"CHEMBL1952";"Thymidylate synthase";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL169896': [{'ref_id': '14982966', 'ref_url': 'http://europepmc.org/abstract/MED/14982966', 'ref_type': 'PubMed'}, {'ref_id': '16061865', 'ref_url': 'http://europepmc.org/abstract/MED/16061865', 'ref_type': 'PubMed'}, {'ref_id': '17520255', 'ref_url': 'http://europepmc.org/abstract/MED/17520255', 'ref_type': 'PubMed'}]}";"Gs-7904|Gw-1843|Osi-7904|Osi-7904l";"CHEMBL169896"
"CHEMBL2109310";"8H9 131I";"Unknown";"2";"None";"";"None";"CD276 antigen binding agent";"";"";"CHEMBL3712879";"CD276 antigen";"BINDING AGENT";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2109310': [{'ref_id': '26487718', 'ref_url': 'http://europepmc.org/abstract/MED/26487718', 'ref_type': 'PubMed'}]}";"8h9 131i";"CHEMBL2109310"
"CHEMBL6068379";"VACCINIA VIRUS, MODIFIED ENCODING EBOLA VIRUS GLYCOPROTEIN AND NUCLEOPROTEIN";"Vaccine component";"4";"2020";"'vir-'";"None";"Nucleoprotein vaccine antigen";"";"";"CHEMBL5500289";"Nucleoprotein";"VACCINE ANTIGEN";"SINGLE PROTEIN";"Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus)";"";"";"{'CHEMBL6068379': [{'ref_id': 'https://www.ema.europa.eu/en/medicines/human/EPAR/mvabea', 'ref_url': 'https://www.ema.europa.eu/en/medicines/human/EPAR/mvabea', 'ref_type': 'EMA'}]}";"Vaccinia virus, modified encoding ebola virus glycoprotein and nucleoprotein";"CHEMBL6068379"
"CHEMBL262777";"VANCOMYCIN";"Small molecule";"4.0";"1964";"'-mycin'";"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O";"Peptidoglycan inhibitor";"";"";"CHEMBL3041361";"Peptidoglycan";"INHIBITOR";"MACROMOLECULE";"Bacteria";"";"";"{'CHEMBL262777': [{'ref_id': 'label/2011/050606s028lbl.pdf', 'ref_url': 'https://www.accessdata.fda.gov/drugsatfda_docs/label/2011/050606s028lbl.pdf', 'ref_type': 'FDA'}], 'CHEMBL1200628': [{'ref_id': 'label/2011/050606s028lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/050606s028lbl.pdf', 'ref_type': 'FDA'}, {'ref_id': '9780702034718 PP. 612', 'ref_url': 'http://www.isbnsearch.org/isbn/9780702034718', 'ref_type': 'ISBN'}, {'ref_id': '14982757', 'ref_url': 'http://europepmc.org/abstract/MED/14982757', 'ref_type': 'PubMed'}]}";"Vancomycin monohydrochloride (MI)|Vancomycin (INN, MI)|";"CHEMBL262777"
"CHEMBL3545373";"ENOBLITUZUMAB";"Antibody";"2";"None";"'-mab; -mab'";"None";"CD276 antigen cross-linking agent";"";"";"CHEMBL3712879";"CD276 antigen";"CROSS-LINKING AGENT";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3545373': [{'ref_id': 'https://www.macrogenics.com/enoblituzumab-anti-b7-h3/', 'ref_url': 'https://www.macrogenics.com/enoblituzumab-anti-b7-h3/', 'ref_type': 'Other'}, {'ref_id': '28401653', 'ref_url': 'http://europepmc.org/abstract/MED/28401653', 'ref_type': 'PubMed'}]}";"Enoblituzumab (INN, USAN)|";"CHEMBL3545373"
"CHEMBL4650495";"PEGSEBRENATIDE";"Protein";"2";"None";"'peg-; -tide'";"None";"Glucagon-like peptide 1 receptor agonist";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4650495': [{'ref_id': '34260042', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/34260042/', 'ref_type': 'PubMed'}]}";"Pegsebrenatide (INN)|";"CHEMBL4650495"
"CHEMBL1879463";"DACTOLISIB";"Small molecule";"3";"None";"'-lisib'";"Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21";"Serine/threonine-protein kinase mTOR inhibitor";"Dual MTOR/PIK3 inhibitor, ATP-competitive mTORC1/mTORC2 inhibitor";"";"CHEMBL2842";"Serine/threonine-protein kinase mTOR";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1879463': [{'ref_id': '18606717', 'ref_url': 'http://europepmc.org/abstract/MED/18606717', 'ref_type': 'PubMed'}, {'ref_id': '24591840', 'ref_url': 'http://europepmc.org/abstract/MED/24591840', 'ref_type': 'PubMed'}]}";"Dactolisib tosylate (USAN)|Dactolisib (INN, USAN, USAN)|";"CHEMBL1879463"
"CHEMBL3039539";"OTLERTUZUMAB";"Antibody";"2";"None";"'-mab; -mab'";"None";"Leukocyte antigen CD37 binding agent";"";"";"CHEMBL3712880";"Leukocyte antigen CD37";"BINDING AGENT";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3039539': [{'ref_id': 'PMC4229440', 'ref_url': 'http://europepmc.org/articles/PMC4229440', 'ref_type': 'PMC'}]}";"Otlertuzumab (INN, USAN)|";"CHEMBL3039539"
"CHEMBL3979920";"MIVAVOTINIB";"Small molecule";"2";"None";"'-tinib'";"Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1";"Tyrosine-protein kinase SYK inhibitor";"";"";"CHEMBL2599";"Tyrosine-protein kinase SYK";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4594253': [{'ref_id': 'http://meetinglibrary.asco.org/content/134551-144', 'ref_url': 'http://meetinglibrary.asco.org/content/134551-144', 'ref_type': 'Other'}, {'ref_id': 'https://ash.confex.com/ash/2014/webprogram/Paper67380.html', 'ref_url': 'https://ash.confex.com/ash/2014/webprogram/Paper67380.html', 'ref_type': 'Other'}]}";"Mivavotinib citrate (USAN)|Mivavotinib (INN, USAN)|";"CHEMBL3979920"
"CHEMBL3218578";"BGT-226 FREE BASE";"Small molecule";"2";"None";"";"COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1";"Serine/threonine-protein kinase mTOR inhibitor";"Dual MTOR/PIK3 inhibitor, ATP-competitive mTORC1/mTORC2 inhibitor";"";"CHEMBL2842";"Serine/threonine-protein kinase mTOR";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3545096': [{'ref_id': '22357447', 'ref_url': 'http://europepmc.org/abstract/MED/22357447', 'ref_type': 'PubMed'}, {'ref_id': '24591840', 'ref_url': 'http://europepmc.org/abstract/MED/24591840', 'ref_type': 'PubMed'}]}";"Bgt-226";"CHEMBL3218578"
"CHEMBL2109491";"COL-1";"Unknown";"-1";"None";"";"None";"Carcinoembryonic antigen-related cell adhesion molecule 5 binding agent";"";"";"CHEMBL3712881";"Cell adhesion molecule CEACAM5";"BINDING AGENT";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2109491': [{'ref_id': '7520463', 'ref_url': 'http://europepmc.org/abstract/MED/7520463', 'ref_type': 'PubMed'}]}";"Col-1";"CHEMBL2109491"
"CHEMBL4297880";"EVORPACEPT";"Protein";"2";"None";"'-cept'";"None";"Leukocyte surface antigen CD47 inhibitor";"";"";"CHEMBL3714583";"Leukocyte surface antigen CD47";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4297880': [{'ref_id': '34717705', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/34717705/', 'ref_type': 'PubMed'}]}";"Evorpacept (INN, USAN)|";"CHEMBL4297880"
"CHEMBL447629";"MITOBRONITOL";"Small molecule";"2";"None";"";"O[C@@H]([C@H](O)[C@H](O)CBr)[C@H](O)CBr";"DNA disrupting agent";"";"";"CHEMBL2311221";"DNA";"DISRUPTING AGENT";"NUCLEIC-ACID";"Homo sapiens";"";"";"{'CHEMBL447629': [{'ref_id': 'https://bnf.nice.org.uk/treatment-summary/cytotoxic-drugs.html', 'ref_url': 'https://bnf.nice.org.uk/treatment-summary/cytotoxic-drugs.html', 'ref_type': 'BNF'}]}";"Mitobronitol (INN)|";"CHEMBL447629"
"CHEMBL2108253";"ARCITUMOMAB";"Antibody";"4";"1996";"'-mab'";"None";"Carcinoembryonic antigen-related cell adhesion molecule 5 binding agent";"";"";"CHEMBL3712881";"Cell adhesion molecule CEACAM5";"BINDING AGENT";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2108253': [{'ref_id': '9389396', 'ref_url': 'http://europepmc.org/abstract/MED/9389396', 'ref_type': 'PubMed'}]}";"Arcitumomab (INN, USAN)|";"CHEMBL2108253"
"CHEMBL4175981";"OLORINAB";"Small molecule";"2";"None";"'-nab'";"CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21";"Cannabinoid CB2 receptor agonist";"";"";"CHEMBL253";"Cannabinoid receptor 2";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4175981': [{'ref_id': 'http://www.arenapharm.com/apd371', 'ref_url': 'http://www.arenapharm.com/apd371', 'ref_type': 'Other'}]}";"Olorinab (INN, USAN)|";"CHEMBL4175981"
"CHEMBL4116008";"CERDULATINIB";"Small molecule";"2";"None";"'-tinib'";"CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1";"Tyrosine-protein kinase JAK3 inhibitor";"Dual spleen tyrosine kinase (Syk) and janus kinase (JAK) inhibitor ";"";"CHEMBL2148";"Tyrosine-protein kinase JAK3";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4116008': [{'ref_id': 'https://www.portola.com/clinical-development/cerdulatinib-dual-syk-jak-inhibitor/l-development/cerdulatinib-dual-syk-jak-inhibitor/', 'ref_url': 'https://www.portola.com/clinical-development/cerdulatinib-dual-syk-jak-inhibitor/l-development/cerdulatinib-dual-syk-jak-inhibitor/', 'ref_type': 'Other'}, {'ref_id': '25253883', 'ref_url': 'http://europepmc.org/abstract/MED/25253883', 'ref_type': 'PubMed'}]}";"Cerdulatinib (INN, INN)|";"CHEMBL4116008"
"CHEMBL2108790";"TELIMOMAB ARITOX";"Antibody drug conjugate";"2";"None";"'-mab'";"None";"T-cell surface glycoprotein CD5 binding agent";"";"";"CHEMBL3712888";"T-cell surface glycoprotein CD5";"BINDING AGENT";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2108790': [{'ref_id': 'http://www.creativebiolabs.net/Anti-Human-CD5-Therapeutic-Antibody-Telimomab-aritox-13749.htm', 'ref_url': 'http://www.creativebiolabs.net/Anti-Human-CD5-Therapeutic-Antibody-Telimomab-aritox-13749.htm', 'ref_type': 'Other'}]}";"Telimomab aritox (INN)|";"CHEMBL2108790"
"CHEMBL314854";"FINGOLIMOD";"Small molecule";"4";"2010";"'-imod'";"CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1";"Sphingosine 1-phosphate receptor binding agent";"";"";"CHEMBL2363041";"Sphingosine 1-phosphate receptor";"BINDING AGENT";"PROTEIN FAMILY";"Homo sapiens";"";"";"{'CHEMBL5095050': [{'ref_id': 'setid=cc9e1c8c-0e2b-44e2-878b-27057f786be9', 'ref_url': 'https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cc9e1c8c-0e2b-44e2-878b-27057f786be9', 'ref_type': 'DailyMed'}]}";"Fingolimod hydrochloride (JAN, MI, USAN, USP)|Fingolimod (INN)|";"CHEMBL314854"
"CHEMBL3545396";"BMS-690514";"Small molecule";"2";"None";"";"COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1";"Vascular endothelial growth factor receptor inhibitor";"";"";"CHEMBL2095227";"Vascular endothelial growth factor receptor";"INHIBITOR";"PROTEIN FAMILY";"Homo sapiens";"";"";"{'CHEMBL3545396': [{'ref_id': '21531814', 'ref_url': 'http://europepmc.org/abstract/MED/21531814', 'ref_type': 'PubMed'}, {'ref_id': '24130056', 'ref_url': 'http://europepmc.org/abstract/MED/24130056', 'ref_type': 'PubMed'}]}";"Bms 6690514|Bms-690514";"CHEMBL3545396"
"CHEMBL1743031";"INDATUXIMAB RAVTANSINE";"Antibody drug conjugate";"2";"None";"'-mab; -tansine'";"None";"Syndecan-1 binding agent";"";"";"CHEMBL3712898";"Syndecan-1";"BINDING AGENT";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1743031': [{'ref_id': '28077160', 'ref_url': 'http://europepmc.org/abstract/MED/28077160', 'ref_type': 'PubMed'}]}";"Indatuximab ravtansine (INN)|";"CHEMBL1743031"
"CHEMBL1086";"DIBUCAINE";"Small molecule";"4";"1982";"'-caine'";"CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1";"Sodium channel protein type V alpha subunit blocker";"";"";"CHEMBL1980";"Sodium channel protein type 5 subunit alpha";"BLOCKER";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1200612': [{'ref_id': '8798723', 'ref_url': 'http://europepmc.org/abstract/MED/8798723', 'ref_type': 'PubMed'}, {'ref_id': '9742684', 'ref_url': 'http://europepmc.org/abstract/MED/9742684', 'ref_type': 'PubMed'}]}";"Cinchocaine (INN)|Dibucaine (MI)|";"CHEMBL1086"
"CHEMBL575448";"BMS-754807";"Small molecule";"2";"None";"";"C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1";"Insulin-like growth factor I receptor inhibitor";"";"";"CHEMBL1957";"Insulin-like growth factor 1 receptor";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL575448': [{'ref_id': '19996272', 'ref_url': 'http://europepmc.org/abstract/MED/19996272', 'ref_type': 'PubMed'}, {'ref_id': '21875414', 'ref_url': 'http://europepmc.org/abstract/MED/21875414', 'ref_type': 'PubMed'}]}";"Bms-754807";"CHEMBL575448"
"CHEMBL3301589";"ENFORTUMAB VEDOTIN";"Antibody drug conjugate";"4";"2019";"'-dotin; -mab'";"None";"Nectin-4 binding agent";"";"";"CHEMBL3712928";"Nectin-4";"BINDING AGENT";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3301589': [{'ref_id': '27013195', 'ref_url': 'http://europepmc.org/abstract/MED/27013195', 'ref_type': 'PubMed'}]}";"Enfortumab vedotin (INN, USAN)|";"CHEMBL3301589"
"CHEMBL1201613";"INSULIN GLULISINE";"Protein";"4";"2004";"";"None";"Insulin receptor agonist";"";"";"CHEMBL1981";"Insulin receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1201613': [{'ref_id': 'setid=e7af6a7a-8046-4fb4-9979-4ec4230b23aa', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e7af6a7a-8046-4fb4-9979-4ec4230b23aa', 'ref_type': 'DailyMed'}]}";"Insulin glulisine (INN, MI, USAN)|";"CHEMBL1201613"
"CHEMBL575448";"BMS-754807";"Small molecule";"2";"None";"";"C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1";"Insulin receptor inhibitor";"";"";"CHEMBL1981";"Insulin receptor";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL575448': [{'ref_id': '19996272', 'ref_url': 'http://europepmc.org/abstract/MED/19996272', 'ref_type': 'PubMed'}, {'ref_id': '21875414', 'ref_url': 'http://europepmc.org/abstract/MED/21875414', 'ref_type': 'PubMed'}]}";"Bms-754807";"CHEMBL575448"
"CHEMBL2109430";"GIMSILUMAB";"Antibody";"2";"None";"'-mab'";"None";"Granulocyte-macrophage colony-stimulating factor inhibitor";"";"";"CHEMBL3712955";"Granulocyte-macrophage colony-stimulating factor";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2109430': [{'ref_id': 'http://ard.bmj.com/content/75/Suppl_2/507.2', 'ref_url': 'http://ard.bmj.com/content/75/Suppl_2/507.2', 'ref_type': 'Other'}]}";"Gimsilumab (INN, USAN)|";"CHEMBL2109430"
"CHEMBL982";"NALMEFENE";"Small molecule";"4";"1995";"'nal-'";"C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5";"Kappa opioid receptor partial agonist";"";"";"CHEMBL237";"Kappa-type opioid receptor";"PARTIAL AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL5315055': [{'ref_id': 'https://www.ema.europa.eu/en/documents/product-information/selincro-epar-product-information_en.pdf', 'ref_url': 'https://www.ema.europa.eu/en/documents/product-information/selincro-epar-product-information_en.pdf', 'ref_type': 'EMA'}]}";"Nalmefene hydrochloride (MI)|Nalmefene (BAN, INN, MI, USAN)|Nalmefene hydrochloride hydrate (JAN)|";"CHEMBL982"
"CHEMBL4208229";"ASCIMINIB";"Small molecule";"4";"2021";"'-minib'";"O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1";"Tyrosine-protein kinase ABL inhibitor";"ABL001 binds to a pocket on the BCR-ABL kinase domain that is normally occupied by the myristoylated N-terminus of ABL1 ('ABL001, a potent allosteric inhibitor of BCR-ABL, prevents emergence of resistant disease when administered in combination with nilotinib in an in vivo murine model of chronic myeloid leukemia'. Blood. 2014;124(21) [abstract 398])";"";"CHEMBL1862";"Tyrosine-protein kinase ABL1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4208229': [{'ref_id': 'http://www.bloodjournal.org/content/124/21/398?sso-checked=true', 'ref_url': 'http://www.bloodjournal.org/content/124/21/398?sso-checked=true', 'ref_type': 'Other'}, {'ref_id': 'http://www.novartisoncology.com/ct/pipelineDetails?compound=ABL001&diseaseAcr=CML', 'ref_url': 'http://www.novartisoncology.com/ct/pipelineDetails?compound=ABL001&diseaseAcr=CML', 'ref_type': 'Other'}]}";"Asciminib hydrochloride (USAN)|Asciminib (INN, USAN)|";"CHEMBL4208229"
"CHEMBL1241348";"FALDAPREVIR";"Small molecule";"3";"None";"'-vir'";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O";"Hepatitis C virus serine protease, NS3/NS4A inhibitor";"";"";"CHEMBL2095231";"Hepatitis C virus serine protease, NS3/NS4A";"INHIBITOR";"PROTEIN COMPLEX";"Hepatitis C virus";"";"";"{'CHEMBL1241348': [{'ref_id': '20823284', 'ref_url': 'http://europepmc.org/abstract/MED/20823284', 'ref_type': 'PubMed'}]}";"Faldaprevir (INN, USAN)|Faldaprevir sodium (USAN)|";"CHEMBL1241348"
"CHEMBL1614713";"CC-401";"Small molecule";"2";"None";"";"c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1";"c-Jun N-terminal kinase 3 inhibitor";"";"";"CHEMBL2637";"Mitogen-activated protein kinase 10";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1614713': [{'ref_id': 'http://www.cancer.gov/publications/dictionaries/cancer-drug?cdrid=453550', 'ref_url': 'http://www.cancer.gov/publications/dictionaries/cancer-drug?cdrid=453550', 'ref_type': 'Other'}, {'ref_id': '17202416', 'ref_url': 'http://europepmc.org/abstract/MED/17202416', 'ref_type': 'PubMed'}]}";"Cc-401";"CHEMBL1614713"
"CHEMBL24441";"BETAHISTINE";"Small molecule";"4";"None";"";"CNCCc1ccccn1";"Histamine H3 receptor antagonist";"Betahistine has a very strong affinity as an antagonist for histamine H3 receptors and a weak affinity as an agonist for histamine H1 receptors. Its efficacy can be explained by mechanisms targeting these histamine receptors (HRs) at three different levels: the vascular tree, with an increase of cochlear and vestibular blood flow involving the H1R; the central nervous system, with an increase of histamine turnover implicating the H3R, and the peripheral labyrinth, with a decrease of vestibular input implying the H3R/H4R.";"Betahistine is a strong Histamine H3 receptor antagonist and a weak Histamine H1 agonist.";"CHEMBL264";"Histamine H3 receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL24441': [{'ref_id': '18236637', 'ref_url': 'http://europepmc.org/abstract/MED/18236637', 'ref_type': 'PubMed'}, {'ref_id': '22745706', 'ref_url': 'http://europepmc.org/abstract/MED/22745706', 'ref_type': 'PubMed'}, {'ref_id': '24177346', 'ref_url': 'http://europepmc.org/abstract/MED/24177346', 'ref_type': 'PubMed'}, {'ref_id': '26223710', 'ref_url': 'http://europepmc.org/abstract/MED/26223710', 'ref_type': 'PubMed'}, {'ref_id': '26245698', 'ref_url': 'http://europepmc.org/abstract/MED/26245698', 'ref_type': 'PubMed'}, {'ref_id': '26797774', 'ref_url': 'http://europepmc.org/abstract/MED/26797774', 'ref_type': 'PubMed'}]}";"Betahistine (BAN, INN)|Betahistine dihydrochloride (MI)|Betahistine hydrochloride (USAN, USP)|";"CHEMBL24441"
"CHEMBL1201300";"IOTHALAMIC ACID";"Small molecule";"4.0";"1962";"'io-'";"CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I";"Diagnostic agent";"";"";"";"";"None";"";"";"";"";"{'CHEMBL1201125': [{'ref_id': 'setid=1292abfc-496f-4df7-9a08-72072953e1f1', 'ref_url': 'https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1292abfc-496f-4df7-9a08-72072953e1f1', 'ref_type': 'DailyMed'}], 'CHEMBL2106318': [{'ref_id': 'setid=7f250086-2837-484b-9674-e09856b34cb0', 'ref_url': 'https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7f250086-2837-484b-9674-e09856b34cb0', 'ref_type': 'DailyMed'}]}";"Iothalamic acid sodium salt (MI)|Sodium iotalamate (JAN)|Iothalamate sodium i 125 (USAN, USP)|Sodium iotalamate (125i) (INN)|Sodium iothalamate (BAN)|Iothalamate sodium i 131 (USAN)|Iothalamic acid 131i-labeled sodium salt (MI)|Sodium iotalamate (131i) (INN)|Iotalamic acid (BAN, DCF, INN, JAN)|Iothalamic acid (USAN, USP)|Iothalamic acid n-methylglucamine salt (MI)|Diatrizoate sodium i 125 (USAN)|";"CHEMBL1201300"
"CHEMBL3989843";"TRANYLCYPROMINE";"Small molecule";"4";"1961";"";"N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1";"Monoamine oxidase inhibitor";"";"";"CHEMBL2095205";"Monoamine oxidase";"INHIBITOR";"PROTEIN FAMILY";"Homo sapiens";"";"";"{'CHEMBL3989698': [{'ref_id': 'label/2010/012342s063lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/012342s063lbl.pdf', 'ref_type': 'FDA'}, {'ref_id': 'Monoamine_oxidase_inhibitor', 'ref_url': 'http://en.wikipedia.org/wiki/Monoamine_oxidase_inhibitor', 'ref_type': 'Wikipedia'}]}";"Tranylcypromine (BAN, INN, MI)|Tranylcypromine sulfate (MI, USAN, USP)|";"CHEMBL3989843"
"CHEMBL3545308";"ROCILETINIB";"Small molecule";"3";"None";"'-tinib'";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1";"Epidermal growth factor receptor erbB1 inhibitor";"Irreversible inhibitor, EGFR T790M mutant selective";"";"CHEMBL203";"Epidermal growth factor receptor";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3545308': [{'ref_id': '24723450', 'ref_url': 'http://europepmc.org/abstract/MED/24723450', 'ref_type': 'PubMed'}]}";"Rociletinib (INN, USAN, USAN)|";"CHEMBL3545308"
"CHEMBL2109124";"DORLIMOMAB ARITOX";"Antibody drug conjugate";"2";"None";"'-mab'";"None";"80S Ribosome inhibitor";"";"";"CHEMBL3987582";"80S Ribosome";"INHIBITOR";"PROTEIN NUCLEIC-ACID COMPLEX";"Homo sapiens";"";"";"{'CHEMBL2109124': [{'ref_id': 'http://www.who.int/medicines/services/inn/BioRev2010.pdf', 'ref_url': 'http://www.who.int/medicines/services/inn/BioRev2010.pdf', 'ref_type': 'Other'}]}";"Dorlimomab aritox (INN)|";"CHEMBL2109124"
"CHEMBL2338675";"FOSDENOPTERIN";"Small molecule";"4";"2021";"'fos-; -pterin'";"Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2";"Unknown";"Substrate replacement therapy (exogenous source of cPMP)";"";"";"";"None";"";"";"";"";"{'CHEMBL4594300': [{'ref_id': 'label/2021/214018s000lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214018s000lbl.pdf', 'ref_type': 'FDA'}]}";"Fosdenopterin hydrobromide (USAN)|Fosdenopterin (INN, USAN)|";"CHEMBL2338675"
"CHEMBL4594611";"PATRITUMAB DERUXTECAN";"Antibody drug conjugate";"3";"None";"'-mab; -tecan'";"None";"DNA topoisomerase I inhibitor";"";"";"CHEMBL1781";"DNA topoisomerase 1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4594611': [{'ref_id': 'https://www.esmo.org/oncology-news/efficacy-and-safety-of-patritumab-deruxtecan-in-egfr-mutated-nsclc-resistant-to-egfr-tki-therapy', 'ref_url': 'https://www.esmo.org/oncology-news/efficacy-and-safety-of-patritumab-deruxtecan-in-egfr-mutated-nsclc-resistant-to-egfr-tki-therapy', 'ref_type': 'Other'}]}";"Patritumab deruxtecan (INN, USAN)|";"CHEMBL4594611"
